'20/04/2021 23:56:42.720472', '69810', '67754', '1857'
'20/04/2021 23:56:42.722842', '69829', '67761', '1863'
'20/04/2021 23:56:42.729335', '69840', '67760', '1858'
'20/04/2021 23:56:42.730580', '69856', '67771', '1856'
'20/04/2021 23:56:42.731322', '69861', '67775', '1853'
'20/04/2021 23:56:42.732822', '69877', '67779', '1844'
'20/04/2021 23:56:42.735520', '69898', '67790', '1856'
'20/04/2021 23:56:42.737825', '69892', '67787', '1845'
'20/04/2021 23:56:42.740522', '69901', '67796', '1853'
'20/04/2021 23:56:42.742829', '69908', '67802', '1854'
'20/04/2021 23:56:42.746458', '69928', '67800', '1854'
'20/04/2021 23:56:42.747990', '69940', '67799', '1857'
'20/04/2021 23:56:42.750309', '69944', '67809', '1856'
'20/04/2021 23:56:42.753012', '69951', '67806', '1847'
'20/04/2021 23:56:42.758265', '69950', '67809', '1827'
'20/04/2021 23:56:42.759008', '69954', '67814', '1838'
'20/04/2021 23:56:42.761310', '69965', '67815', '1860'
'20/04/2021 23:56:42.762837', '69970', '67812', '1869'
'20/04/2021 23:56:42.765549', '69967', '67809', '1876'
'20/04/2021 23:56:42.767881', '69961', '67801', '1874'
'20/04/2021 23:56:42.770192', '69941', '67793', '1866'
'20/04/2021 23:56:42.772913', '69943', '67789', '1856'
'20/04/2021 23:56:42.775229', '69918', '67783', '1850'
'20/04/2021 23:56:42.777938', '69889', '67770', '1843'
'20/04/2021 23:56:42.780273', '69867', '67751', '1855'
'20/04/2021 23:56:42.782994', '69842', '67747', '1858'
'20/04/2021 23:56:42.785329', '69821', '67730', '1862'
'20/04/2021 23:56:42.787674', '69773', '67718', '1867'
'20/04/2021 23:56:42.790399', '69742', '67695', '1857'
'20/04/2021 23:56:42.792747', '69700', '67674', '1849'
'20/04/2021 23:56:42.795482', '69655', '67657', '1841'
'20/04/2021 23:56:42.797820', '69600', '67636', '1840'
'20/04/2021 23:56:42.800153', '69566', '67612', '1842'
'20/04/2021 23:56:42.802894', '69507', '67584', '1856'
'20/04/2021 23:56:42.805227', '69452', '67565', '1855'
'20/04/2021 23:56:42.807959', '69387', '67539', '1851'
'20/04/2021 23:56:42.810312', '69340', '67509', '1841'
'20/04/2021 23:56:42.812787', '69283', '67479', '1840'
'20/04/2021 23:56:42.815137', '69234', '67463', '1830'
'20/04/2021 23:56:42.817787', '69174', '67426', '1841'
'20/04/2021 23:56:42.820139', '69115', '67412', '1855'
'20/04/2021 23:56:42.822895', '69056', '67384', '1854'
'20/04/2021 23:56:42.825242', '69003', '67360', '1872'
'20/04/2021 23:56:42.827593', '68964', '67334', '1875'
'20/04/2021 23:56:42.831175', '68912', '67310', '1858'
'20/04/2021 23:56:42.832756', '68876', '67294', '1851'
'20/04/2021 23:56:42.835122', '68845', '67271', '1841'
'20/04/2021 23:56:42.838548', '68787', '67251', '1840'
'20/04/2021 23:56:42.840133', '68761', '67237', '1847'
'20/04/2021 23:56:42.842550', '68736', '67232', '1856'
'20/04/2021 23:56:42.845318', '68699', '67211', '1863'
'20/04/2021 23:56:42.847690', '68676', '67203', '1862'
'20/04/2021 23:56:42.851317', '68649', '67187', '1852'
'20/04/2021 23:56:42.853009', '68644', '67181', '1851'
'20/04/2021 23:56:42.855323', '68605', '67173', '1842'
'20/04/2021 23:56:42.857615', '68609', '67166', '1840'
'20/04/2021 23:56:42.860320', '68595', '67161', '1843'
'20/04/2021 23:56:42.862614', '68587', '67164', '1856'
'20/04/2021 23:56:42.865321', '68583', '67160', '1861'
'20/04/2021 23:56:42.867620', '68582', '67155', '1861'
'20/04/2021 23:56:42.870328', '68568', '67154', '1855'
'20/04/2021 23:56:42.872630', '68581', '67151', '1847'
'20/04/2021 23:56:42.875337', '68584', '67158', '1843'
'20/04/2021 23:56:42.877642', '68588', '67157', '1840'
'20/04/2021 23:56:42.879959', '68593', '67159', '1851'
'20/04/2021 23:56:42.882678', '68605', '67159', '1862'
'20/04/2021 23:56:42.885003', '68615', '67161', '1870'
'20/04/2021 23:56:42.887726', '68618', '67168', '1869'
'20/04/2021 23:56:42.890039', '68623', '67181', '1867'
'20/04/2021 23:56:42.892767', '68639', '67176', '1850'
'20/04/2021 23:56:42.895095', '68663', '67181', '1841'
'20/04/2021 23:56:42.897410', '68676', '67194', '1846'
'20/04/2021 23:56:42.900131', '68680', '67193', '1853'
'20/04/2021 23:56:42.902460', '68692', '67195', '1855'
'20/04/2021 23:56:42.905176', '68705', '67199', '1862'
'20/04/2021 23:56:42.907515', '68732', '67208', '1857'
'20/04/2021 23:56:42.910157', '68740', '67217', '1858'
'20/04/2021 23:56:42.912502', '68758', '67225', '1856'
'20/04/2021 23:56:42.915228', '68760', '67233', '1856'
'20/04/2021 23:56:42.917559', '68786', '67235', '1856'
'20/04/2021 23:56:42.919900', '68787', '67241', '1859'
'20/04/2021 23:56:42.922627', '68808', '67246', '1866'
'20/04/2021 23:56:42.924970', '68816', '67249', '1873'
'20/04/2021 23:56:42.927713', '68824', '67263', '1879'
'20/04/2021 23:56:42.930068', '68833', '67252', '1870'
'20/04/2021 23:56:42.933187', '68859', '67265', '1807'
'20/04/2021 23:56:42.935144', '68865', '67273', '1841'
'20/04/2021 23:56:42.937502', '68884', '67272', '1841'
'20/04/2021 23:56:42.940055', '68883', '67287', '1850'
'20/04/2021 23:56:42.942420', '68897', '67295', '1859'
'20/04/2021 23:56:42.945160', '68916', '67296', '1865'
'20/04/2021 23:56:42.947518', '68922', '67300', '1869'
'20/04/2021 23:56:42.949882', '68935', '67302', '1857'
'20/04/2021 23:56:42.952623', '68947', '67314', '1847'
'20/04/2021 23:56:42.954984', '68953', '67326', '1842'
'20/04/2021 23:56:42.957340', '68967', '67319', '1839'
'20/04/2021 23:56:42.960104', '68977', '67322', '1844'
'20/04/2021 23:56:42.962475', '68996', '67325', '1853'
'20/04/2021 23:56:42.964836', '68994', '67332', '1857'
'20/04/2021 23:56:42.967583', '69014', '67333', '1911'
'20/04/2021 23:56:42.969945', '69019', '67344', '1858'
'20/04/2021 23:56:42.972320', '69032', '67359', '1853'
'20/04/2021 23:56:42.976811', '69047', '67353', '1849'
'20/04/2021 23:56:42.978029', '69052', '67356', '1851'
'20/04/2021 23:56:42.979938', '69072', '67341', '1856'
'20/04/2021 23:56:42.982623', '69072', '67371', '1858'
'20/04/2021 23:56:42.984926', '69080', '67370', '1861'
'20/04/2021 23:56:42.987615', '69093', '67372', '1871'
'20/04/2021 23:56:42.989923', '69109', '67376', '1866'
'20/04/2021 23:56:42.992223', '69110', '67380', '1856'
'20/04/2021 23:56:42.994925', '69121', '67390', '1843'
'20/04/2021 23:56:42.997226', '69131', '67398', '1842'
'20/04/2021 23:56:42.999925', '69141', '67387', '1855'
'20/04/2021 23:56:43.002230', '69141', '67400', '1864'
'20/04/2021 23:56:43.004933', '69155', '67400', '1874'
'20/04/2021 23:56:43.007242', '69166', '67394', '1881'
'20/04/2021 23:56:43.009950', '69164', '67398', '1871'
'20/04/2021 23:56:43.012276', '69176', '67409', '1856'
'20/04/2021 23:56:43.014864', '69174', '67406', '1821'
'20/04/2021 23:56:43.018439', '69184', '67410', '1833'
'20/04/2021 23:56:43.019987', '69190', '67405', '1841'
'20/04/2021 23:56:43.022710', '69175', '67415', '1863'
'20/04/2021 23:56:43.025040', '69193', '67410', '1868'
'20/04/2021 23:56:43.027358', '69199', '67418', '1863'
'20/04/2021 23:56:43.029696', '69204', '67424', '1858'
'20/04/2021 23:56:43.032419', '69209', '67417', '1855'
'20/04/2021 23:56:43.034790', '69210', '67410', '1850'
'20/04/2021 23:56:43.037521', '69218', '67424', '1847'
'20/04/2021 23:56:43.039870', '69214', '67424', '1856'
'20/04/2021 23:56:43.042324', '69222', '67426', '1862'
'20/04/2021 23:56:43.044673', '69222', '67417', '1867'
'20/04/2021 23:56:43.047407', '69226', '67420', '1871'
'20/04/2021 23:56:43.049754', '69228', '67417', '1861'
'20/04/2021 23:56:43.052496', '69230', '67417', '1857'
'20/04/2021 23:56:43.054840', '69226', '67422', '1847'
'20/04/2021 23:56:43.057175', '69241', '67422', '1847'
'20/04/2021 23:56:43.059920', '69231', '67416', '1852'
'20/04/2021 23:56:43.062276', '69238', '67428', '1858'
'20/04/2021 23:56:43.064619', '69236', '67421', '1871'
'20/04/2021 23:56:43.067362', '69238', '67423', '1872'
'20/04/2021 23:56:43.069731', '69241', '67412', '1866'
'20/04/2021 23:56:43.072897', '69244', '67422', '1851'
'20/04/2021 23:56:43.074863', '69249', '67424', '1856'
'20/04/2021 23:56:43.077223', '69257', '67423', '1834'
'20/04/2021 23:56:43.079566', '69251', '67418', '1846'
'20/04/2021 23:56:43.082326', '69259', '67424', '1856'
'20/04/2021 23:56:43.084698', '69258', '67420', '1847'
'20/04/2021 23:56:43.087077', '69261', '67418', '1878'
'20/04/2021 23:56:43.089829', '69259', '67416', '1879'
'20/04/2021 23:56:43.092188', '69250', '67423', '1871'
'20/04/2021 23:56:43.094556', '69264', '67420', '1862'
'20/04/2021 23:56:43.097324', '69266', '67420', '1855'
'20/04/2021 23:56:43.102232', '69266', '67416', '1863'
'20/04/2021 23:56:43.103391', '69270', '67424', '1850'
'20/04/2021 23:56:43.104578', '69273', '67423', '1854'
'20/04/2021 23:56:43.107285', '69268', '67417', '1861'
'20/04/2021 23:56:43.109573', '69278', '67417', '1862'
'20/04/2021 23:56:43.112284', '69286', '67420', '1850'
'20/04/2021 23:56:43.114576', '69277', '67419', '1847'
'20/04/2021 23:56:43.117303', '69279', '67430', '1846'
'20/04/2021 23:56:43.119599', '69280', '67424', '1851'
'20/04/2021 23:56:43.122315', '69281', '67434', '1861'
'20/04/2021 23:56:43.124615', '69285', '67427', '1870'
'20/04/2021 23:56:43.127327', '69287', '67430', '1867'
'20/04/2021 23:56:43.129634', '69290', '67421', '1851'
'20/04/2021 23:56:43.131963', '69294', '67424', '1845'
'20/04/2021 23:56:43.134680', '69296', '67423', '1842'
'20/04/2021 23:56:43.137177', '69299', '67424', '1840'
'20/04/2021 23:56:43.139501', '69303', '67426', '1855'
'20/04/2021 23:56:43.141946', '69301', '67426', '1857'
'20/04/2021 23:56:43.144454', '69306', '67438', '1863'
'20/04/2021 23:56:43.147170', '69320', '67427', '1867'
'20/04/2021 23:56:43.149502', '69316', '67429', '1856'
'20/04/2021 23:56:43.152220', '69326', '67435', '1850'
'20/04/2021 23:56:43.155327', '69322', '67436', '1869'
'20/04/2021 23:56:43.157268', '69330', '67442', '1845'
'20/04/2021 23:56:43.159587', '69333', '67441', '1851'
'20/04/2021 23:56:43.162112', '69343', '67447', '1871'
'20/04/2021 23:56:43.164438', '69341', '67445', '1877'
'20/04/2021 23:56:43.167167', '69344', '67444', '1885'
'20/04/2021 23:56:43.169514', '69352', '67448', '1883'
'20/04/2021 23:56:43.172267', '69352', '67450', '1865'
'20/04/2021 23:56:43.174599', '69359', '67453', '1856'
'20/04/2021 23:56:43.176946', '69364', '67449', '1874'
'20/04/2021 23:56:43.179688', '69374', '67453', '1854'
'20/04/2021 23:56:43.182039', '69378', '67445', '1864'
'20/04/2021 23:56:43.184376', '69384', '67465', '1870'
'20/04/2021 23:56:43.187132', '69384', '67458', '1878'
'20/04/2021 23:56:43.189490', '69397', '67472', '1871'
'20/04/2021 23:56:43.191843', '69394', '67470', '1857'
'20/04/2021 23:56:43.194577', '69408', '67463', '1846'
'20/04/2021 23:56:43.196935', '69415', '67473', '1841'
'20/04/2021 23:56:43.199689', '69421', '67470', '1855'
'20/04/2021 23:56:43.202046', '69428', '67474', '1862'
'20/04/2021 23:56:43.204395', '69435', '67481', '1856'
'20/04/2021 23:56:43.207153', '69446', '67479', '1867'
'20/04/2021 23:56:43.209518', '69441', '67475', '1865'
'20/04/2021 23:56:43.211891', '69447', '67484', '1859'
'20/04/2021 23:56:43.214652', '69454', '67487', '1850'
'20/04/2021 23:56:43.217022', '69459', '67487', '1840'
'20/04/2021 23:56:43.219380', '69470', '67481', '1843'
'20/04/2021 23:56:43.222142', '69476', '67504', '1846'
'20/04/2021 23:56:43.228475', '69478', '67492', '1842'
'20/04/2021 23:56:43.229703', '69500', '67501', '1841'
'20/04/2021 23:56:43.230449', '69500', '67500', '1839'
'20/04/2021 23:56:43.231960', '69501', '67507', '1840'
'20/04/2021 23:56:43.234655', '69519', '67510', '1834'
'20/04/2021 23:56:43.236961', '69517', '67513', '1830'
'20/04/2021 23:56:43.239274', '69530', '67509', '1838'
'20/04/2021 23:56:43.242027', '69525', '67518', '1845'
'20/04/2021 23:56:43.244335', '69547', '67520', '1862'
'20/04/2021 23:56:43.247186', '69554', '67521', '1848'
'20/04/2021 23:56:43.250498', '69561', '67529', '1837'
'20/04/2021 23:56:43.252028', '69565', '67530', '1830'
'20/04/2021 23:56:43.254340', '69568', '67535', '1840'
'20/04/2021 23:56:43.257052', '69583', '67536', '1843'
'20/04/2021 23:56:43.259358', '69582', '67539', '1846'
'20/04/2021 23:56:43.262079', '69592', '67549', '1858'
'20/04/2021 23:56:43.264388', '69603', '67544', '1871'
'20/04/2021 23:56:43.266725', '69614', '67551', '1873'
'20/04/2021 23:56:43.269431', '69621', '67558', '1867'
'20/04/2021 23:56:43.271759', '69626', '67562', '1855'
'20/04/2021 23:56:43.274482', '69635', '67569', '1843'
'20/04/2021 23:56:43.276811', '69637', '67566', '1840'
'20/04/2021 23:56:43.279534', '69654', '67566', '1836'
'20/04/2021 23:56:43.281877', '69657', '67574', '1856'
'20/04/2021 23:56:43.284198', '69664', '67566', '1849'
'20/04/2021 23:56:43.286929', '69674', '67574', '1849'
'20/04/2021 23:56:43.289265', '69682', '67577', '1844'
'20/04/2021 23:56:43.291993', '69683', '67583', '1840'
'20/04/2021 23:56:43.294330', '69687', '67581', '1838'
'20/04/2021 23:56:43.296680', '69702', '67599', '1838'
'20/04/2021 23:56:43.300291', '69697', '67592', '1853'
'20/04/2021 23:56:43.301841', '69710', '67586', '1857'
'20/04/2021 23:56:43.304172', '69734', '67593', '1866'
'20/04/2021 23:56:43.306852', '69718', '67591', '1887'
'20/04/2021 23:56:43.309189', '69727', '67601', '1872'
'20/04/2021 23:56:43.311927', '69736', '67600', '1857'
'20/04/2021 23:56:43.314289', '69739', '67613', '1849'
'20/04/2021 23:56:43.316638', '69744', '67611', '1845'
'20/04/2021 23:56:43.319380', '69750', '67603', '1840'
'20/04/2021 23:56:43.321748', '69752', '67609', '1854'
'20/04/2021 23:56:43.324112', '69758', '67612', '1862'
'20/04/2021 23:56:43.326876', '69768', '67605', '1872'
'20/04/2021 23:56:43.329229', '69766', '67607', '1873'
'20/04/2021 23:56:43.331583', '69764', '67615', '1866'
'20/04/2021 23:56:43.334340', '69772', '67613', '1852'
'20/04/2021 23:56:43.336711', '69777', '67616', '1841'
'20/04/2021 23:56:43.339092', '69768', '67615', '1850'
'20/04/2021 23:56:43.341607', '69773', '67621', '1853'
'20/04/2021 23:56:43.344433', '69765', '67608', '1794'
'20/04/2021 23:56:43.346801', '69753', '67603', '1855'
'20/04/2021 23:56:43.351163', '69747', '67592', '1834'
'20/04/2021 23:56:43.352378', '69731', '67602', '1836'
'20/04/2021 23:56:43.354302', '69635', '67569', '1829'
'20/04/2021 23:56:43.356595', '69682', '67568', '1818'
'20/04/2021 23:56:43.359303', '69665', '67561', '1847'
'20/04/2021 23:56:43.361601', '69620', '67544', '1854'
'20/04/2021 23:56:43.364312', '69595', '67528', '1871'
'20/04/2021 23:56:43.366611', '69566', '67508', '1872'
'20/04/2021 23:56:43.369323', '69519', '67499', '1857'
'20/04/2021 23:56:43.371626', '69480', '67479', '1854'
'20/04/2021 23:56:43.374337', '69424', '67447', '1842'
'20/04/2021 23:56:43.377081', '69371', '67416', '1838'
'20/04/2021 23:56:43.379384', '69325', '67404', '1840'
'20/04/2021 23:56:43.381707', '69269', '67368', '1849'
'20/04/2021 23:56:43.384025', '69217', '67351', '1856'
'20/04/2021 23:56:43.386739', '69158', '67318', '1858'
'20/04/2021 23:56:43.389048', '69105', '67289', '1866'
'20/04/2021 23:56:43.391806', '69044', '67266', '1861'
'20/04/2021 23:56:43.394134', '68990', '67248', '1856'
'20/04/2021 23:56:43.396471', '68937', '67219', '1853'
'20/04/2021 23:56:43.399185', '68880', '67186', '1851'
'20/04/2021 23:56:43.402232', '68831', '67168', '1859'
'20/04/2021 23:56:43.404167', '68782', '67144', '1862'
'20/04/2021 23:56:43.406507', '68731', '67124', '1869'
'20/04/2021 23:56:43.409026', '68683', '67098', '1872'
'20/04/2021 23:56:43.411755', '68635', '67083', '1861'
'20/04/2021 23:56:43.414099', '68603', '67066', '1850'
'20/04/2021 23:56:43.416430', '68568', '67046', '1847'
'20/04/2021 23:56:43.419159', '68540', '67034', '1855'
'20/04/2021 23:56:43.421510', '68511', '67023', '1857'
'20/04/2021 23:56:43.424254', '68480', '67010', '1869'
'20/04/2021 23:56:43.426590', '68450', '66991', '1872'
'20/04/2021 23:56:43.428935', '68441', '66984', '1866'
'20/04/2021 23:56:43.431699', '68420', '66976', '1840'
'20/04/2021 23:56:43.434045', '68410', '66983', '1845'
'20/04/2021 23:56:43.436387', '68398', '66961', '1843'
'20/04/2021 23:56:43.439139', '68391', '66969', '1842'
'20/04/2021 23:56:43.441616', '68389', '66955', '1853'
'20/04/2021 23:56:43.443976', '68386', '66955', '1863'
'20/04/2021 23:56:43.446405', '68384', '66955', '1861'
'20/04/2021 23:56:43.449154', '68382', '66964', '1863'
'20/04/2021 23:56:43.451518', '68381', '66959', '1858'
'20/04/2021 23:56:43.453883', '68390', '66963', '1849'
'20/04/2021 23:56:43.456642', '68396', '66958', '1840'
'20/04/2021 23:56:43.459010', '68399', '66962', '1840'
'20/04/2021 23:56:43.461367', '68405', '66964', '1843'
'20/04/2021 23:56:43.464129', '68420', '66966', '1862'
'20/04/2021 23:56:43.467587', '68417', '66973', '1855'
'20/04/2021 23:56:43.469168', '68428', '66976', '1838'
'20/04/2021 23:56:43.471787', '68457', '66979', '1819'
'20/04/2021 23:56:43.476447', '68456', '66986', '1840'
'20/04/2021 23:56:43.478486', '68469', '66993', '1843'
'20/04/2021 23:56:43.479618', '68479', '66994', '1851'
'20/04/2021 23:56:43.481534', '68488', '67003', '1859'
'20/04/2021 23:56:43.483836', '68500', '67010', '1871'
'20/04/2021 23:56:43.486532', '68513', '67015', '1881'
'20/04/2021 23:56:43.488836', '68527', '67014', '1878'
'20/04/2021 23:56:43.491535', '68542', '67022', '1869'
'20/04/2021 23:56:43.493843', '68553', '67026', '1854'
'20/04/2021 23:56:43.496547', '68558', '67035', '1804'
'20/04/2021 23:56:43.498866', '68582', '67033', '1851'
'20/04/2021 23:56:43.501566', '68577', '67040', '1851'
'20/04/2021 23:56:43.503886', '68601', '67045', '1861'
'20/04/2021 23:56:43.506585', '68611', '67055', '1870'
'20/04/2021 23:56:43.508905', '68619', '67062', '1869'
'20/04/2021 23:56:43.511609', '68636', '67065', '1863'
'20/04/2021 23:56:43.513927', '68643', '67066', '1851'
'20/04/2021 23:56:43.516244', '68659', '67075', '1844'
'20/04/2021 23:56:43.518960', '68670', '67077', '1844'
'20/04/2021 23:56:43.521298', '68683', '67067', '1855'
'20/04/2021 23:56:43.524014', '68695', '67085', '1861'
'20/04/2021 23:56:43.526340', '68705', '67086', '1862'
'20/04/2021 23:56:43.528939', '68713', '67099', '1858'
'20/04/2021 23:56:43.531300', '68733', '67088', '1857'
'20/04/2021 23:56:43.533935', '68740', '67102', '1854'
'20/04/2021 23:56:43.536281', '68748', '67111', '1850'
'20/04/2021 23:56:43.539008', '68766', '67115', '1849'
'20/04/2021 23:56:43.541394', '68781', '67118', '1808'
'20/04/2021 23:56:43.543740', '68792', '67126', '1869'
'20/04/2021 23:56:43.546482', '68810', '67132', '1872'
'20/04/2021 23:56:43.548890', '68806', '67134', '1883'
'20/04/2021 23:56:43.551226', '68834', '67144', '1855'
'20/04/2021 23:56:43.553961', '68843', '67150', '1842'
'20/04/2021 23:56:43.557588', '68859', '67156', '1840'
'20/04/2021 23:56:43.558761', '68880', '67163', '1839'
'20/04/2021 23:56:43.561511', '68886', '67169', '1795'
'20/04/2021 23:56:43.563873', '68912', '67184', '1858'
'20/04/2021 23:56:43.566218', '68915', '67184', '1862'
'20/04/2021 23:56:43.568961', '68933', '67186', '1856'
'20/04/2021 23:56:43.571323', '68935', '67198', '1852'
'20/04/2021 23:56:43.573687', '68958', '67205', '1841'
'20/04/2021 23:56:43.576436', '68963', '67199', '1838'
'20/04/2021 23:56:43.578817', '68983', '67201', '1841'
'20/04/2021 23:56:43.581171', '68989', '67219', '1843'
'20/04/2021 23:56:43.583927', '68999', '67216', '1854'
'20/04/2021 23:56:43.586301', '69020', '67227', '1863'
'20/04/2021 23:56:43.588674', '69025', '67230', '1869'
'20/04/2021 23:56:43.591436', '69037', '67232', '1856'
'20/04/2021 23:56:43.593801', '69042', '67239', '1843'
'20/04/2021 23:56:43.596161', '69042', '67240', '1840'
'20/04/2021 23:56:43.600094', '69055', '67238', '1855'
'20/04/2021 23:56:43.603234', '69064', '67246', '1871'
'20/04/2021 23:56:43.604513', '69051', '67245', '1872'
'20/04/2021 23:56:43.607124', '69066', '67247', '1872'
'20/04/2021 23:56:43.608634', '69069', '67251', '1869'
'20/04/2021 23:56:43.611335', '69085', '67250', '1856'
'20/04/2021 23:56:43.613629', '69079', '67245', '1853'
'20/04/2021 23:56:43.616338', '69082', '67255', '1845'
'20/04/2021 23:56:43.618637', '69080', '67255', '1855'
'20/04/2021 23:56:43.621338', '69065', '67248', '1851'
'20/04/2021 23:56:43.623638', '69080', '67257', '1861'
'20/04/2021 23:56:43.626345', '69076', '67252', '1867'
'20/04/2021 23:56:43.628659', '69085', '67247', '1858'
'20/04/2021 23:56:43.631376', '69060', '67244', '1853'
'20/04/2021 23:56:43.633697', '69060', '67244', '1843'
'20/04/2021 23:56:43.636019', '69058', '67250', '1840'
'20/04/2021 23:56:43.638734', '69055', '67228', '1839'
'20/04/2021 23:56:43.641072', '69049', '67236', '1845'
'20/04/2021 23:56:43.643784', '69047', '67238', '1859'
'20/04/2021 23:56:43.646114', '69044', '67230', '1855'
'20/04/2021 23:56:43.648851', '69034', '67225', '1857'
'20/04/2021 23:56:43.651242', '69034', '67216', '1858'
'20/04/2021 23:56:43.653565', '69043', '67224', '1852'
'20/04/2021 23:56:43.657922', '69043', '67235', '1831'
'20/04/2021 23:56:43.659068', '69045', '67231', '1834'
'20/04/2021 23:56:43.661010', '69048', '67229', '1838'
'20/04/2021 23:56:43.663708', '69051', '67226', '1862'
'20/04/2021 23:56:43.666045', '69057', '67224', '1872'
'20/04/2021 23:56:43.668767', '69056', '67231', '1873'
'20/04/2021 23:56:43.671113', '69066', '67241', '1872'
'20/04/2021 23:56:43.673462', '69070', '67240', '1860'
'20/04/2021 23:56:43.676197', '69081', '67237', '1850'
'20/04/2021 23:56:43.678535', '69090', '67236', '1847'
'20/04/2021 23:56:43.681293', '69095', '67245', '1858'
'20/04/2021 23:56:43.683634', '69093', '67248', '1861'
'20/04/2021 23:56:43.685987', '69104', '67252', '1872'
'20/04/2021 23:56:43.688734', '69110', '67247', '1865'
'20/04/2021 23:56:43.691094', '69114', '67255', '1862'
'20/04/2021 23:56:43.693437', '69123', '67263', '1853'
'20/04/2021 23:56:43.696182', '69123', '67264', '1845'
'20/04/2021 23:56:43.698535', '69136', '67258', '1842'
'20/04/2021 23:56:43.700901', '69148', '67261', '1855'
'20/04/2021 23:56:43.703653', '69155', '67266', '1870'
'20/04/2021 23:56:43.706021', '69163', '67266', '1875'
'20/04/2021 23:56:43.708767', '69163', '67270', '1878'
'20/04/2021 23:56:43.711128', '69164', '67279', '1870'
'20/04/2021 23:56:43.713502', '69180', '67276', '1856'
'20/04/2021 23:56:43.715895', '69175', '67281', '1843'
'20/04/2021 23:56:43.718656', '69189', '67283', '1843'
'20/04/2021 23:56:43.721029', '69187', '67284', '1801'
'20/04/2021 23:56:43.726194', '69207', '67287', '1859'
'20/04/2021 23:56:43.727411', '69214', '67294', '1842'
'20/04/2021 23:56:43.728547', '69214', '67296', '1859'
'20/04/2021 23:56:43.730848', '69211', '67294', '1855'
'20/04/2021 23:56:43.733534', '69217', '67294', '1840'
'20/04/2021 23:56:43.735837', '69225', '67301', '1850'
'20/04/2021 23:56:43.738531', '69233', '67295', '1833'
'20/04/2021 23:56:43.740838', '69243', '67301', '1840'
'20/04/2021 23:56:43.743533', '69246', '67306', '1850'
'20/04/2021 23:56:43.745842', '69243', '67309', '1858'
'20/04/2021 23:56:43.748545', '69254', '67312', '1857'
'20/04/2021 23:56:43.750865', '69265', '67311', '1851'
'20/04/2021 23:56:43.753357', '69266', '67308', '1838'
'20/04/2021 23:56:43.756077', '69271', '67327', '1835'
'20/04/2021 23:56:43.759301', '69263', '67315', '1841'
'20/04/2021 23:56:43.760826', '69270', '67315', '1887'
'20/04/2021 23:56:43.763535', '69276', '67320', '1867'
'20/04/2021 23:56:43.765866', '69285', '67325', '1873'
'20/04/2021 23:56:43.768567', '69278', '67331', '1873'
'20/04/2021 23:56:43.770898', '69285', '67325', '1862'
'20/04/2021 23:56:43.773606', '69289', '67330', '1851'
'20/04/2021 23:56:43.776473', '69290', '67326', '1835'
'20/04/2021 23:56:43.778447', '69296', '67335', '1836'
'20/04/2021 23:56:43.780775', '69302', '67337', '1840'
'20/04/2021 23:56:43.783485', '69306', '67329', '1862'
'20/04/2021 23:56:43.785823', '69298', '67326', '1871'
'20/04/2021 23:56:43.788549', '69310', '67333', '1872'
'20/04/2021 23:56:43.790893', '69302', '67328', '1869'
'20/04/2021 23:56:43.793616', '69324', '67336', '1847'
'20/04/2021 23:56:43.795959', '69318', '67339', '1840'
'20/04/2021 23:56:43.798310', '69330', '67340', '1841'
'20/04/2021 23:56:43.801043', '69328', '67338', '1855'
'20/04/2021 23:56:43.803376', '69327', '67335', '1871'
'20/04/2021 23:56:43.805734', '69329', '67341', '1826'
'20/04/2021 23:56:43.808479', '69340', '67348', '1875'
'20/04/2021 23:56:43.810829', '69343', '67348', '1872'
'20/04/2021 23:56:43.813565', '69354', '67347', '1855'
'20/04/2021 23:56:43.815934', '69348', '67347', '1845'
'20/04/2021 23:56:43.818299', '69352', '67350', '1840'
'20/04/2021 23:56:43.821043', '69355', '67346', '1854'
'20/04/2021 23:56:43.823388', '69363', '67356', '1869'
'20/04/2021 23:56:43.825754', '69369', '67363', '1874'
'20/04/2021 23:56:43.828513', '69371', '67359', '1872'
'20/04/2021 23:56:43.830897', '69377', '67364', '1865'
'20/04/2021 23:56:43.833260', '69381', '67366', '1857'
'20/04/2021 23:56:43.836013', '69380', '67367', '1854'
'20/04/2021 23:56:43.838366', '69381', '67366', '1846'
'20/04/2021 23:56:43.840803', '69397', '67374', '1819'
'20/04/2021 23:56:43.843161', '69393', '67374', '1856'
'20/04/2021 23:56:43.845926', '69398', '67363', '1862'
'20/04/2021 23:56:43.852227', '69402', '67366', '1825'
'20/04/2021 23:56:43.853694', '69406', '67372', '1824'
'20/04/2021 23:56:43.854520', '69411', '67376', '1822'
'20/04/2021 23:56:43.855636', '69413', '67375', '1824'
'20/04/2021 23:56:43.858335', '69414', '67366', '1831'
'20/04/2021 23:56:43.861082', '69422', '67374', '1843'
'20/04/2021 23:56:43.863375', '69427', '67374', '1859'
'20/04/2021 23:56:43.865687', '69428', '67384', '1871'
'20/04/2021 23:56:43.868381', '69431', '67390', '1872'
'20/04/2021 23:56:43.870697', '69440', '67384', '1862'
'20/04/2021 23:56:43.873395', '69450', '67389', '1857'
'20/04/2021 23:56:43.875713', '69454', '67396', '1840'
'20/04/2021 23:56:43.878416', '69474', '67404', '1853'
'20/04/2021 23:56:43.880739', '69475', '67401', '1855'
